Packet;Channel 1;Channel 2;Channel 3;Channel 4;Channel 5;Channel 6
789895;-329580202,6666667;-327084740,26666665;-9245316,266666668;851323,7333333333;22893090,133333333;30761664
789896;9031893,333333334;10924556,8;-9216503,466666667;872166,4;22889792;73039884,8
789897;277186692,26666665;269289075,2;-9263833,6;847005,8666666667;22883976,533333335;34169988,266666666
789898;-447982792,53333336;-441159240,53333336;-9244061,866666667;833203,2;22866346,666666668;69363477,33333333
789899;329298606,93333334;324696823,46666664;-9215867,733333332;855560,5333333333;22890995,2;38068087,46666667
789900;-66089241,6;-68922470,4;-9234030,933333334;864140,8;22877836,8;65274978,13333333
789901;-273446395,73333335;-267401126,4;-9210466,133333333;857075,2;22891490,133333333;42338393,6
789902;420910830,93333334;412367355,73333335;-9238638,933333334;844919,4666666667;22877960,533333335;60858986,666666664
789903;-372569864,53333336;-368963869,8666667;-9256332,8;850713,6;22878148,266666666;46852334,93333333
789904;76848597,33333333;77540151,46666667;-9214933,333333334;888268,8;22891601,066666666;56280896
789905;222393331,2;215128725,33333334;-9253614,933333334;868629,3333333334;22870963,2;51494263,46666667
789906;-436834018,1333333;-429739392;-9247714,133333333;862673,0666666667;22851221,333333332;51623995,733333334
789907;367985877,3333333;362340279,46666664;-9231748,266666668;867298,1333333333;22881830,4;56124514,13333333
789908;-132932637,86666666;-134561181,86666667;-9267776;850312,5333333333;22864669,866666667;46939404,8
789909;-215699191,46666667;-210365952;-9214681,6;868074,6666666666;22899362,133333333;60747891,2
789910;404554035,2;395847428,26666665;-9256934,4;832806,4;22869853,866666667;42423714,13333333
789911;-406733047,46666664;-402149998,93333334;-9237785,6;842333,8666666667;22883392;65187630,93333333
789912;142534873,6;141991048,53333333;-9224375,466666667;860492,8;22874116,266666666;38185578,666666664
789913;161944354,13333333;155485644,8;-9247671,466666667;860509,8666666667;22891434,666666668;69272230,4
789914;-415327488;-408139904;-9223185,066666666;864200,5333333333;22882180,266666666;34290871,46666667
789915;397417847,46666664;390852748,8;-9245708,8;845043,2;22856140,8;72930828,8
789916;-196882982,4;-197280337,06666666;-9272102,4;851016,5333333333;22856000;30846660,266666666
789917;-152971822,93333334;-148522508,8;-9242564,266666668;859357,8666666667;22875904;76151795,2
789918;378092578,1333333;369374348,8;-9252608;855616;22859822,933333334;27885367,466666665
789919;-431297015,46666664;-425882892,8;-9240652,8;862967,4666666667;22871138,133333333;78802180,26666667
789920;204452411,73333332;202644552,53333333;-9222946,133333333;854476,8;22852334,933333334;25566779,733333334
789921;97283571,2;91767078,4;-9249237,333333334;856947,2;22862476,8;80788509,86666666
789922;-383991176,53333336;-376909973,3333333;-9231278,933333334;854613,3333333334;22873207,466666665;23913139,2
789923;416994333,8666667;409618521,6;-9251101,866666667;847607,4666666667;22885478,4;82099357,86666666
789924;-256316381,86666667;-255488631,46666667;-9267340,8;835456;22882978,133333333;22950318,933333334
789925;-86841753,6;-83387438,93333334;-9213930,666666666;862715,7333333333;22891089,066666666;82700484,26666667
789926;342132804,26666665;333634803,2;-9250440,533333333;866653,8666666667;22870638,933333334;22711948,8
789927;-445701824;-439574685,8666667;-9247321,6;868185,6;22876245,333333332;82598762,66666667
789928;261108505,6;258107289,6;-9246011,733333332;849075,2;22852983,466666665;23204535,466666665
789929;29997444,266666666;25533973,333333332;-9241352,533333333;874440,5333333333;22866188,8;81749294,93333334
789930;-343619601,06666666;-336836539,73333335;-9257928,533333333;845597,8666666667;22847880,533333335;24428535,466666665
789931;426073706,6666667;418108838,4;-9256793,6;859456;22857369,6;80177463,46666667
789932;-309838306,1333333;-307792699,73333335;-9261802,666666666;872226,1333333333;22874816;26322193,066666666
789933;-18849600;-16476484,266666668;-9253427,2;843861,3333333334;22859251,2;77941107,2
789934;297568576;289475366,4;-9251097,6;875810,1333333333;22902681,6;28841476,266666666
789935;-449468113,06666666;-442801198,93333334;-9263539,2;846796,8;22857420,8;75139720,53333333
789936;311109687,46666664;306956620,8;-9239539,2;870378,6666666666;22882508,8;31938048
789937;-38321984;-41643332,266666666;-9261320,533333333;857096,5333333333;22878600,533333335;71740454,4
789938;-295219477,3333333;-288932488,53333336;-9219827,2;872473,6;22908701,866666667;35565627,733333334
789939;424563997,8666667;416145553,06666666;-9274184,533333333;851140,2666666667;22872631,466666665;67862489,6
789940;-356085440;-352923878,4;-9248290,133333333;875562,6666666666;22896691,2;39619008
789941;49392396,8;50556966,4;-9235293,866666667;856081,0666666667;22868317,866666667;63666517,333333336
789942;245472268,8;237922487,46666667;-9274931,2;855522,1333333333;22873932,8;43968405,333333336
789943;-442662877,8666667;-435644689,06666666;-9244061,866666667;874073,6;22891532,8;59202969,6
789944;353307059,2;348058581,3333333;-9246745,6;848507,7333333333;22878976;48543168
789945;-105977591,46666667;-108099148,8;-9254532,266666668;840375,4666666667;22887987,2;54566156,8
789946;-239981013,33333334;-234318212,26666668;-9231620,266666668;830596,2666666667;22879270,4;53205307,733333334
789947;412433403,73333335;403774293,3333333;-9235195,733333332;877512,5333333333;22888512;49858146,13333333
789948;-393958818,1333333;-389752349,8666667;-9254365,866666667;850560;22851630,933333334;57888554,666666664
789949;116106986,66666667;116053512,53333333;-9228091,733333332;881361,0666666667;22864729,6;45253085,86666667
789950;187182182,4;180379332,26666668;-9274564,266666668;862967,4666666667;22852484,266666666;62412612,266666666
789951;-425311091,2;-418140458,6666667;-9240665,6;879466,6666666666;22861900,8;40857066,666666664
789952;386633881,6;380428505,6;-9249621,333333334;857412,2666666667;22851541,333333332;66714436,266666666
789953;-171270493,86666667;-172150293,33333334;-9262382,933333334;873847,4666666667;22874444,8;36704358,4
789954;-179023150,93333334;-174210628,26666668;-9254912;863014,4;22864268,8;70676002,13333334
789955;390076569,6;381345553,06666666;-9250530,133333333;870809,6;22878976;32935210,666666668
789956;-422533917,8666667;-417422246,4;-9282342,4;859460,2666666667;22882688;74218739,2
789957;179704285,86666667;178447283,2;-9231381,333333334;871577,6;22864371,2;29667848,533333335
789958;124041527,46666667;118138210,13333334;-9289220,266666668;846020,2666666667;22842248,533333335;77206186,66666667
789959;-397924774,4;-390752917,3333333;-9230293,333333334;877986,1333333333;22875315,2;26970133,333333332
789960;410195562,6666667;403203626,6666667;-9252433,066666666;863325,8666666667;22873429,333333332;79603366,4
789961;-232798528;-232391901,86666667;-9262058,666666666;859259,7333333333;22873181,866666667;24882662,4
789962;-114158348,8;-110225753,6;-9260305,066666666;828646,4;22856750,933333334;81345774,93333334
789963;357836569,6;349252829,8666667;-9246314,666666666;869981,8666666667;22890286,933333334;23440768
789964;-441116189,8666667;-435233096,53333336;-9264917,333333334;857962,6666666666;22863330,133333333;82403938,13333334
789965;238727394,13333333;236236147,2;-9244893,866666667;873024;22868928;22738180,266666666
789966;57621081,6;52730440,53333333;-9260569,6;874444,8;22878681,6;82729348,26666667
789967;-361129416,53333336;-354196087,46666664;-9233258,666666666;875771,7333333333;22888934,4;22791850,666666668
789968;423652266,6666667;415924957,8666667;-9259340,8;852253,8666666667;22861990,4;82324885,33333333
789969;-288824857,6;-287259746,1333333;-9246702,933333334;882039,4666666667;22898056,533333335;23554291,2
789970;-46689710,93333333;-43853593,6;-9237248;856499,2;22848567,466666665;81219370,66666667
789971;316645777,06666666;308380484,26666665;-9254404,266666668;857220,2666666667;22831987,2;24993651,2
789972;-449273088;-442762350,93333334;-9235182,933333334;868569,6;22848563,2;79398378,66666667
789973;291566553,6;287897800,53333336;-9225117,866666667;880853,3333333334;22844155,733333334;27122286,933333334
789974;-10504059,733333332;-14282653,866666667;-9258662,4;856968,5333333333;22834188,8;76949508,26666667
789975;-315884659,2;-309358105,6;-9225271,466666667;875020,8;22859387,733333334;29924411,733333334
789976;426492057,6;418250086,4;-9284548,266666668;842807,4666666667;22820407,466666665;73907933,86666666
789977;-338204108,8;-335470515,2;-9265100,8;862762,6666666666;22833361,066666666;33243925,333333332
789978;21655475,2;23366664,533333335;-9226474,666666666;851187,2;22850978,133333333;70362150,4
789979;267516262,4;259763720,53333333;-9218602,666666666;906530,1333333333;22886958,933333334;37015795,2
789980;-446774988,8;-439839534,93333334;-9243831,466666667;869154,1333333333;22829597,866666667;66366690,13333333
789981;337095560,53333336;332320686,93333334;-9264793,6;853478,4;22826918,4;41167654,4
789982;-78653504;-81227148,8;-9244420,266666668;884893,8666666667;22871714,133333333;62050141,86666667
789983;-263236155,73333332;-257280123,73333332;-9262937,6;841446,4;22811707,733333334;45661653,333333336
789984;418692177,06666666;410128226,1333333;-9261316,266666668;845508,2666666667;22824567,466666665;57508565,333333336
789985;-379594901,3333333;-375783991,46666664;-9246156,8;867456;22853004,8;50305450,666666664
789986;89214920,53333333;89692113,06666666;-9237154,133333333;879594,6666666666;22851976,533333335;52844087,46666667
789987;211606592;204495121,06666666;-9257467,733333332;852275,2;22850572,8;54954978,13333333
789988;-433611400,53333336;-426468360,53333336;-9234589,866666667;878016;22862306,133333333;48166732,8
789989;374182638,93333334;368369885,8666667;-9242760,533333333;869649,0666666667;22858146,133333333;59576294,4
789990;-145051268,26666668;-146417527,46666667;-9274798,933333334;841689,6;22838374,4;43617356,8
789991;-204440051,2;-199243157,33333334;-9226747,733333332;862515,2;22856375,466666665;64050167,46666667
789992;400405303,46666664;391689186,1333333;-9241732,266666668;880332,8;22853461,333333332;39263479,46666667
789993;-412081838,93333334;-407315353,6;-9240674,133333333;861781,3333333334;22865856;68227746,13333334
789994;154291707,73333332;153532565,33333334;-9247658,666666666;834978,1333333333;22837260,8;35273314,13333333
789995;150273088;143988266,66666666;-9259144,533333333;869969,0666666667;22870745,6;72032750,93333334
789996;-410271360;-403060582,4;-9229956,266666668;860838,4;22845896,533333335;31684078,933333334
789997;401839129,6;395133034,6666667;-9244893,866666667;845205,3333333334;22863880,533333335;75365952
789998;-208276846,93333334;-208399091,2;-9263748,266666668;838378,6666666666;22844936,533333335;28613073,066666666
789999;-140980804,26666668;-136674146,13333333;-9221998,933333334;874197,3333333334;22866086,4;78159910,4
790000;372134045,8666667;363491921,06666666;-9245329,066666666;882457,6;22856618,666666668;26120998,4
790001;-434787413,3333333;-429194636,8;-9265429,333333334;865467,7333333333;22847445,333333332;80358532,26666667
790002;215358182,4;213347498,66666666;-9254766,933333334;858892,8;22845986,133333333;24285550,933333334
790003;85018001,06666666;79683443,2;-9254472,533333333;861849,6;22868471,466666665;81849015,46666667
790004;-377192038,4;-370166434,1333333;-9224093,866666667;866363,7333333333;22882624;23148266,666666668
790005;419485230,93333334;412021781,3333333;-9241335,466666667;861201,0666666667;22883976,533333335;82621824
790006;-266723630,93333334;-265618901,33333334;-9269606,4;857796,2666666667;22859366,4;22709158,4
790007;-74332416;-71051511,46666667;-9248793,6;862741,3333333334;22826606,933333334;82686468,26666667
790008;334555690,6666667;326135547,73333335;-9249339,733333332;865322,6666666666;22861606,4;23012765,866666667
790009;-447218662,4;-440955707,73333335;-9234662,4;875434,6666666666;22874769,066666666;82029896,53333333
790010;270881698,1333333;267682013,86666667;-9223372,8;856247,4666666667;22886771,2;24018385,066666666
790011;17372433,066666666;13127650,133333333;-9282363,733333332;839505,0666666667;22863829,333333332;80656755,2
790012;-335264635,73333335;-328549358,93333334;-9223244,8;872554,6666666666;22887142,4;25742818,133333333
790013;426599334,4;418553745,06666666;-9259682,133333333;850662,4;22836352;78565653,33333333
790014;-318955315,2;-316682901,3333333;-9265536;848934,4;22855974,4;28118028,8
790015;-6199808;-4041454,933333333;-9237448,533333333;872081,0666666667;22851878,4;75891430,4
790016;288456149,3333333;280469806,93333334;-9265894,4;839543,4666666667;22841058,133333333;31101909,333333332
790017;-449012403,2;-442270485,3333333;-9254929,066666666;836727,4666666667;22825821,866666667;72682717,86666666
790018;319537130,6666667;315185830,4;-9223116,8;879722,6666666666;22879761,066666666;34590604,8
790019;-50965248;-54059417,6;-9280038,4;837666,1333333333;22861713,066666666;68944738,13333334
790020;-285510941,8666667;-279295168;-9244168,533333333;851187,2;22866982,4;38526254,93333333
790021;423108505,6;414686007,46666664;-9243528,533333333;866679,4666666667;22871035,733333334;64801817,6
790022;-363782515,2;-360370781,8666667;-9274944;846860,8;22850483,2;42824819,2
790023;61825728;62826841,6;-9263854,933333334;832972,8;22842871,466666665;60391680
790024;235111850,66666666;227727517,86666667;-9258397,866666667;863842,1333333333;22880721,066666666;47358289,06666667
790025;-440242884,26666665;-433166502,4;-9274141,866666667;837696;22849322,666666668;55780829,86666667
790026;360144392,53333336;354737028,26666665;-9252334,933333334;864618,6666666666;22885870,933333334;52003502,93333333
790027;-118262711,46666667;-120149512,53333333;-9264465,066666666;862169,6;22869785,6;51119846,4
790028;-229065288,53333333;-223556821,33333334;-9266030,933333334;826406,4;22846749,866666667;56696648,53333333
790029;409074517,3333333;400394986,6666667;-9243212,8;865497,6;22883332,266666666;46460876,8
790030;-399984059,73333335;-395581725,8666667;-9256891,733333332;850278,4;22873292,8;61287261,86666667
790031;128154116,26666667;127887995,73333333;-9236420,266666668;865693,8666666667;22872371,2;41975185,06666667
790032;175816887,46666667;169182946,13333333;-9280665,6;836898,1333333333;22860650,666666668;65641284,266666666
790033;-420968507,73333335;-413790250,6666667;-9267758,933333334;833241,6;22855142,4;37762248,53333333
790034;391733632;385369715,2;-9262472,533333333;834449,0666666667;22876236,8;69683140,26666667
790035;-182999722,66666666;-183644625,06666666;-9259080,533333333;853235,2;22875784,533333335;33901380,266666666
790036;-167341491,2;-162654417,06666666;-9222775,466666667;855978,6666666666;22880494,933333334;73323259,73333333
790037;384802884,26666665;376094664,53333336;-9270259,2;843400,5333333333;22854225,066666666;30463991,466666665
790038;-426757337,6;-421477934,93333334;-9261380,266666668;849177,6;22861947,733333334;76486020,26666667
790039;191023889,06666666;189554624;-9238792,533333333;855159,4666666667;22860057,6;27616674,133333333
790040;111936605,86666666;106216917,33333333;-9284394,666666666;840213,3333333334;22824853,333333332;79040460,8
790041;-391807581,8666667;-384686485,3333333;-9239146,666666666;876612,2666666667;22857544,533333335;25376913,066666666
790042;413503790,93333334;406340155,73333335;-9252595,2;856187,7333333333;22844296,533333335;80974382,93333334
790043;-243571545,6;-242968008,53333333;-9261559,466666667;866342,4;22885418,666666668;23780189,866666667
790044;-101752046,93333334;-98054630,4;-9276416;840413,8666666667;22858961,066666666;82185574,4
790045;350904861,8666667;342364373,3333333;-9245930,666666666;884565,3333333334;22899865,6;22850393,6
790046;-443417911,46666664;-437423112,53333336;-9276164,266666668;834248,5333333333;22854417,066666666;82719697,06666666
790047;249015820,8;246297254,4;-9232452,266666668;853764,2666666667;22863761,066666666;22695624,533333335
790048;45085841,06666667;40398434,13333333;-9281958,4;837781,3333333334;22846532,266666666;82507114,66666667
790049;-353332467,2;-346462988,8;-9233326,933333334;854148,2666666667;22880546,133333333;23276556,8
790050;424992140,8;417142506,6666667;-9259242,666666666;821546,6666666666;22854062,933333334;81565623,46666667
790051;-298515673,6;-296731264;-9267477,333333334;873459,2;22876910,933333334;24569459,2
790052;-34038109,86666667;-31416942,933333334;-9233497,6;882210,1333333333;22877824;79936401,06666666
790053;308142877,8666667;299957717,3333333;-9266483,2;841186,1333333333;22820979,2;26509768,533333335
790054;-449613683,2;-443029154,1333333;-9252945,066666666;863718,4;22823074,133333333;77649540,26666667
790055;300591428,26666665;296691349,3333333;-9236121,6;866304;22843605,333333332;29132091,733333334
790056;-23136708,266666666;-26703278,933333334;-9257523,2;853256,5333333333;22860352;74741580,8
790057;-306638540,8;-300206301,8666667;-9262395,733333332;820812,8;22841326,933333334;32304925,866666667
790058;425843656,53333336;417525171,2;-9254267,733333332;848588,8;22842099,2;71304093,86666666
790059;-346494843,73333335;-343552302,93333334;-9254442,666666666;856797,8666666667;22856520,533333335;35992853,333333336
790060;34241681,06666667;35694899,2;-9227980,8;877495,4666666667;22877324,8;67409092,26666667
790061;257642235,73333332;249974809,6;-9257966,933333334;850918,4;22862382,933333334;40055206,4
790062;-445118545,06666666;-438147549,8666667;-9231829,333333334;868608;22856017,066666666;63185804,8
790063;344639197,8666667;339643460,26666665;-9235123,2;844224;22871342,933333334;44442436,266666666
790064;-91030903,46666667;-93422894,93333334;-9257685,333333334;849685,3333333334;22851844,266666666;58676317,86666667
790065;-252747306,66666666;-246925341,86666667;-9228812,8;846545,0666666667;22867328;49047552
790066;416108881,06666666;407495031,46666664;-9217975,466666667;885504;22873779,2;54037734,4
790067;-386283200;-382310203,73333335;-9250389,333333334;844091,7333333333;22865177,6;53734656
790068;101449160,53333333;101700322,13333334;-9248678,4;843054,9333333333;22828224;49350028,8
790069;200576776,53333333;193614067,2;-9253533,866666667;883729,0666666667;22863453,866666667;58331374,93333333
790070;-430100087,46666664;-422943650,1333333;-9247078,4;853986,1333333333;22840371,2;44746487,46666667
790071;379988689,06666666;373991274,6666667;-9265049,6;834517,3333333334;22837751,466666665;62848725,333333336
790072;-157004053,33333334;-158158907,73333332;-9258474,666666666;856601,6;22844296,533333335;40338167,46666667
790073;-192995293,86666667;-187954440,53333333;-9218756,266666668;858692,2666666667;22851899,733333334;67132266,66666667
790074;395896733,8666667;387157316,26666665;-9262690,133333333;841915,7333333333;22822378,666666668;36233561,6
790075;-417015488;-412111449,6;-9238353,066666666;864780,8;22878263,466666665;71068893,86666666
790076;165870340,26666668;164873574,4;-9248964,266666668;840413,8666666667;22854912;32513390,933333334
790077;138409390,93333334;132309435,73333333;-9267379,2;848729,6;22851464,533333335;74507763,2
790078;-404869299,2;-397691174,4;-9240601,6;867059,2;22868458,666666668;29319654,4
790079;405810995,2;398958843,73333335;-9245998,933333334;854630,4;22852475,733333334;77448055,46666667
790080;-219504866,13333333;-219410636,8;-9252484,266666668;884467,2;22872264,533333335;26672610,133333333
790081;-128864034,13333334;-124750139,73333333;-9252898,133333333;872832;22874709,333333332;79803797,33333333
790082;365818312,53333336;357166216,53333336;-9273152;862016;22852390,4;24683319,466666665
790083;-437904192;-432182199,46666664;-9250982,4;869324,8;22865932,8;81514082,13333334
790084;226038685,86666667;223804326,4;-9249992,533333333;858564,2666666667;22853218,133333333;23338683,733333334
790085;72572992;67440768;-9262839,466666667;867251,2;22870156,8;82482026,66666667
790086;-370125149,8666667;-363111530,6666667;-9241139,2;873591,4666666667;22884761,6;22732070,4
790087;421551381,3333333;413972923,73333335;-9237188,266666668;857770,6666666666;22872456,533333335;82704499,2
790088;-276888499,2;-275561416,53333336;-9265749,333333334;854583,4666666667;22869610,666666668;22849254,4
790089;-61842286,93333333;-58741329,06666667;-9252684,8;848021,3333333334;22846656;82250359,46666667
790090;326584827,73333335;318227234,1333333;-9266397,866666667;845184;22859225,6;23662920,533333335
790091;-448367022,93333334;-441989529,6;-9245619,2;869619,2;22879799,466666665;81048098,13333334
790092;280397422,93333334;276990673,06666666;-9239850,666666666;852987,7333333333;22847394,133333333;25179716,266666666
790093;4690449,066666666;680661,3333333334;-9264972,8;834346,6666666666;22833531,733333334;79137984
790094;-326656614,4;-320013811,2;-9230984,533333333;851008;22844962,133333333;27396484,266666666
790095;426709179,73333335;418594214,4;-9226376,533333333;867136;22858137,6;76628851,2
790096;-327857173,3333333;-325355485,8666667;-9264554,666666666;849446,4;22840989,866666667;30247492,266666666
790097;6428714,666666667;8390506,666666666;-9241574,4;838331,7333333333;22849698,133333333;73533196,8
790098;279124983,46666664;271243396,26666665;-9254630,4;846890,6666666666;22853128,533333335;33614434,13333333
790099;-448218269,8666667;-441394632,53333336;-9248819,2;854139,7333333333;22851076,266666666;69935496,53333333
790100;327690939,73333335;323119974,4;-9250056,533333333;849139,2;22854365,866666667;37450056,53333333
790101;-63509981,86666667;-66399833,6;-9260275,2;847603,2;22860189,866666667;65901260,8
790102;-275542263,46666664;-269445960,53333336;-9240704;849408;22852834,133333333;41653162,666666664
790103;421302323,2;412798455,46666664;-9230024,533333333;872524,8;22862101,333333332;61530380,8
790104;-371143104;-367564275,2;-9263168;862830,9333333333;22845610,666666668;46165316,266666666
790105;74316915,2;75057373,86666666;-9242043,733333332;847445,3333333334;22840379,733333334;56987332,266666666
790106;224530764,8;217268194,13333333;-9240593,066666666;880665,6;22903581,866666667;50758566,4
790107;-437467123,2;-430347370,6666667;-9261956,266666668;842602,6666666666;22850649,6;52336008,53333333
790108;366713314,1333333;361121088;-9249134,933333334;860032;22880832;55449147,733333334
790109;-130518515,2;-132148424,53333333;-9265966,933333334;857975,4666666667;22873736,533333335;47651059,2
790110;-218003861,33333334;-212618329,6;-9228778,666666666;854378,6666666666;22875630,933333334;60055086,93333333
790111;405330321,06666666;396619950,93333334;-9232891,733333332;869474,1333333333;22873139,2;43071035,733333334
790112;-405669000,53333336;-401100100,26666665;-9246045,866666667;869346,1333333333;22872704;64506432
790113;140073574,4;139599569,06666666;-9261623,466666667;857813,3333333334;22840136,533333335;38800046,93333333
790114;164277358,93333334;157804445,86666667;-9269294,933333334;840635,7333333333;22861303,466666665;68662856,53333333
790115;-416332808,53333336;-409130777,6;-9241949,866666667;858828,8;22875618,133333333;34845482,666666664
790116;396459443,2;389952051,2;-9279402,666666666;823108,2666666667;22846818,133333333;72404428,8
790117;-194609770,66666666;-195014353,06666666;-9278592;839321,6;22841088;31297804,8
790118;-155452902,4;-150935522,13333333;-9223889,066666666;866009,6;22887820,8;75677794,13333334
790119;379235242,6666667;370535701,3333333;-9245461,333333334;875140,2666666667;22857655,466666665;28273241,6
790120;-430647210,6666667;-425236019,2;-9255680;845243,7333333333;22833403,733333334;78439982,93333334
790121;202141051,73333332;200425920;-9243609,6;817698,1333333333;22820108,8;25858739,2
790122;99729514,66666667;94201408;-9252480;855466,6666666666;22854873,6;80499093,33333333
790123;-385418103,46666664;-378302835,2;-9270954,666666666;838758,4;22848392,533333335;24094685,866666667
790124;416400750,93333334;409101922,1333333;-9235827,2;879927,4666666667;22888533,333333332;81940347,73333333
790125;-254213175,46666667;-253386129,06666666;-9284445,866666667;837393,0666666667;22851827,2;23032806,4
790126;-89395490,13333334;-85876480;-9238318,933333334;854630,4;22879061,333333332;82646088,53333333
790127;343601898,6666667;335106163,2;-9276104,533333333;842594,1333333333;22872640;22656256
790128;-445365986,1333333;-439247872;-9262122,666666666;857297,0666666667;22858683,733333334;82648844,8
790129;259012578,13333333;256098043,73333332;-9255372,8;867985,0666666667;22853772,8;23044654,933333334
790130;32524620,8;28048277,333333332;-9300637,866666667;822792,5333333333;22814523,733333334;81904034,13333334
790131;-345361578,6666667;-338543432,53333336;-9244172,8;850291,2;22840174,933333334;24180262,4
790132;425921570,1333333;418003438,93333334;-9252573,866666667;846980,2666666667;22840972,8;80433280
790133;-307954602,6666667;-305928887,46666664;-9258858,666666666;854749,8666666667;22876509,866666667;25964241,066666666
790134;-21436898,133333333;-19006604,8;-9249638,4;824281,6;22816132,266666666;78316480
790135;299369787,73333335;291272448;-9237341,866666667;855005,8666666667;22885405,866666667;28411191,466666665
790136;-449558395,73333335;-442882316,8;-9263569,066666666;824477,8666666667;22835963,733333334;75583701,33333333
790137;309328908,8;305248716,8;-9221077,333333334;853990,4;22853149,866666667;31431611,733333334
790138;-35770700,8;-39125376;-9266939,733333332;848887,4666666667;22831330,133333333;72266274,13333334
790139;-297222408,53333336;-290868019,2;-9261504;828241,0666666667;22825305,6;34988514,13333333
790140;424757546,6666667;416431927,46666664;-9255206,4;844467,2;22843485,866666667;68473873,06666666
790141;-354533849,6;-351330457,6;-9262092,8;838178,1333333333;22844006,4;38984921,6
790142;46739554,13333333;48024853,333333336;-9249932,8;855961,6;22831953,066666666;64305262,93333333
790143;247490201,6;240003123,2;-9268672;853674,6666666666;22847172,266666666;43292049,06666667
790144;-443199513,6;-436129792;-9252667,733333332;840000;22847172,266666666;59884731,733333334
790145;351814024,53333336;346667925,3333333;-9263057,066666666;834641,0666666667;22853623,466666665;47822681,6
790146;-103483669,33333333;-105595383,46666667;-9285435,733333332;835251,2;22833774,933333334;55257728
790147;-242131148,8;-236412398,93333334;-9223808;868910,9333333333;22875648;52513326,93333333
790148;413075703,46666664;404489147,73333335;-9275298,133333333;822630,4;22824064;50562798,93333333
790149;-392732087,46666664;-388502387,2;-9223163,733333332;871846,4;22873604,266666666;57174766,93333333
790150;113588535,46666667;113667776;-9232814,933333334;854408,5333333333;22852458,666666668;45923315,2
790151;189409147,73333332;182654506,66666666;-9272119,466666667;837892,2666666667;22854075,733333334;61723003,733333334
790152;-426209719,46666664;-418957841,06666666;-9282619,733333332;823086,9333333333;22829384,533333335;41482653,86666667
790153;385463816,53333336;379355767,46666664;-9223244,8;859520;22879889,066666666;66064951,46666667
790154;-168978013,86666667;-169848081,06666666;-9262481,066666666;837171,2;22858030,933333334;37304059,733333334
790155;-181464166,4;-176570077,86666667;-9254216,533333333;832878,9333333333;22857011,2;70101248
790156;391086327,46666664;382392332,8;-9254592;844659,2;22865258,666666668;33495342,933333334
790157;-421640968,53333336;-416544652,8;-9278890,666666666;840119,4666666667;22851456;73714628,26666667
790158;177412168,53333333;176220087,46666667;-9233553,066666666;848819,2;22842752;30132800
790159;126465203,2;120559680;-9289181,866666667;829900,8;22841548,8;76776251,73333333
790160;-399190954,6666667;-391992968,53333336;-9253333,333333334;857762,1333333333;22836032;27333806,933333334
790161;409522978,1333333;402536413,8666667;-9259656,533333333;835626,6666666666;22840610,133333333;79261798,4
790162;-230521015,46666667;-230187050,66666666;-9242261,333333334;863330,1333333333;22864874,666666668;25165704,533333335
790163;-116609378,13333334;-112657698,13333334;-9236113,066666666;847833,6;22847616;81125401,6
790164;359242252,8;350639150,93333334;-9276953,6;832034,1333333333;22832806,4;23625233,066666666
790165;-440612275,2;-434757747,2;-9237013,333333334;853000,5333333333;22882837,333333332;82288281,6
790166;236568119,46666667;234138073,6;-9264627,2;823069,8666666667;22846694,4;22817378,133333333
790167;60100689,06666667;55179912,53333333;-9245593,6;864981,3333333334;22892714,666666668;82729006,93333334
790168;-362719560,53333336;-355761493,3333333;-9237700,266666668;856294,4;22888977,066666666;22725085,866666667
790169;423300138,6666667;415619165,8666667;-9263782,4;853397,3333333334;22876800;82423044,26666667
790170;-286850329,6;-285296537,6;-9266828,8;845879,4666666667;22875451,733333334;23409365,333333332
790171;-49251831,46666667;-46363328;-9251733,333333334;844288;22874402,133333333;81452292,26666667
790172;318393122,1333333;310105348,26666665;-9260957,866666667;846638,9333333333;22885550,933333334;24762666,666666668
790173;-449123430,4;-442676390,4;-9267336,533333333;836330,6666666666;22869282,133333333;79754158,93333334
790174;289726259,2;286085922,1333333;-9239560,533333333;871795,2;22895957,333333332;26766067,2
790175;-7928742,4;-11767334,4;-9293879,466666667;844258,1333333333;22852108,8;77374007,46666667
790176;-317722828,8;-311157414,4;-9244915,2;849297,0666666667;22856443,733333334;29451140,266666666
790177;426553830,4;418338709,3333333;-9273612,8;824849,0666666667;22848418,133333333;74387366,4
790178;-336504012,8;-333791505,06666666;-9281728;818308,2666666667;22849382,4;32696934,4
790179;19076957,866666667;20831505,066666666;-9248196,266666668;816042,6666666666;22846749,866666667;70899170,13333334
790180;269515037,8666667;261730350,93333334;-9284859,733333332;795276,8;22824776,533333335;36397623,46666667
790181;-447082060,8;-440173260,8;-9255074,133333333;814779,7333333333;22841800,533333335;66962368
790182;335534950,4;330794419,2;-9247961,6;814306,1333333333;22845909,333333332;40504418,13333333
790183;-76060718,93333334;-78703658,66666667;-9264448;824934,4;22857045,333333332;62671462,4
790184;-265371835,73333332;-259406873,6;-9248170,666666666;818978,1333333333;22845273,6;44919240,53333333
790185;419084787,2;410538568,53333336;-9282090,666666666;792584,5333333333;22841134,933333334;58137152
790186;-378280328,53333336;-374499242,6666667;-9254523,733333332;836872,5333333333;22876087,466666665;49562606,93333333
790187;86610171,73333333;87160640;-9257361,066666666;820731,7333333333;22847752,533333335;53516206,93333333
